title,size,magnet,transform,fullpath
[黒ネズミたち] 学校没教的重要事情 / Gakkou de wa Oshiete Kurenai Taisetsu na Koto - 09 (ABEMA 1920x1080 AVC AAC MP4),149.0 MB,magnet:?xt=urn:btih:9f60e70048087965c63001deae663ee978b6ea6e&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/9bc458b3b788cb66bd0bc891e6790010ba5257c8.torrent
[黒ネズミたち] 噗尼轮轮 噗尼3 / Punirunes: Puni 3 - 09 (ABEMA 1920x1080 AVC AAC MP4),368.4 MB,magnet:?xt=urn:btih:527274b5e3628fc3b67bbe84079a3401720bcdd1&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/654c631aa181f125e61a7e6f52cb2060322107c5.torrent
[黒ネズミたち] 卡片战斗!! 先导者 Divinez 第四季「DELUXE 决胜篇」 / Cardfight!! Vanguard: Divinez Deluxe Kesshou-hen - 08 (ABEMA 1920x1080 AVC AAC MP4),730.5 MB,magnet:?xt=urn:btih:ad7a54238e27a95256a06a8d1a9e6bc2f8855798&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/0c71d9f5f2353f885bdf00f47afa2843bb7e3f5c.torrent
[黒ネズミたち] 超人力霸王奥米加 / Ultraman Omega - 8.5 (Baha 1920x1080 AVC AAC MP4),727.0 MB,magnet:?xt=urn:btih:7759a75898a08d4d880a9bfb8fa92f267a95b886&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/8b48beefb15d1ed167205d7b3ff2c2f8d013d62b.torrent
[黒ネズミたち] 宗门里除了我都是卧底 / Spy x Sect - 97 (B-Global Donghua 1920x1080 HEVC AAC MKV),319.2 MB,magnet:?xt=urn:btih:d0cf826a317ed88faaae1adcd204d571c12f9ae2&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/82a028ce3b36654726fe26fc8df4c645e3ebbd8d.torrent
【今晚月色真美】[渡君的××即将崩坏 / 渡くんの××が崩壊寸前 / Watari-kun no xx ga Houkai Sunzen][09][WEBrip][1080P][简体内嵌],285.8 MB,magnet:?xt=urn:btih:842cb0c508ece87c016f335bc19a83047ab82c96&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,今晚月色真美个人发布,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/0af7c9d75559745529f7989e8620203154a97f6d.torrent
[ANi] Ultraman Omega /  超人力霸王奥米加 - 08.5 [1080P][Baha][WEB-DL][AAC AVC][CHT][MP4],727.3 MB,magnet:?xt=urn:btih:bd546d1b8b1dfdbe9558505be2a702ab8d62a55d&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,ANi,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/3b4ac073afaf52196c9c4050904a4fac07bdcbb0.torrent
[黒ネズミたち] Nui Story 2 - 45 (ABEMA 1920x1080 AVC AAC MP4),59.8 MB,magnet:?xt=urn:btih:3faf8e2a2f821d8aa71bb401cab53562138686b1&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/d9ecc2007a58de041644cb5cfce90c834f339345.torrent
[全遮版&修正版&无修版] NUKITASHI住在拔作岛上的我该如何是好？ - EP07 [简／繁] (1080p&720p H.264 AAC SRTx2) {住在拔作岛上的我该如何是好？ | ぬきたし THE ANIMATION},1.76 GB,magnet:?xt=urn:btih:4bb978a9c4fce046652439bb382dee149fa871a3&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,"
生肉/不明字幕                            ",/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/4e6e1d4eb25ac88b82587848ed25342c49f2eed5.torrent
[桜都字幕组] Summer Pockets / Summer Pockets [21][1080p][简体内嵌],372.36 MB,magnet:?xt=urn:btih:189c5c4f9db5161c42df25333d1adc41ec96c109&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,桜都字幕组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/759fa29d48dbfe4eecf805dcbd64dc35cc1a4dc3.torrent
[ANi]  NUKITASHI 住在拔作岛上的我该如何是好？ [年龄限制版] - 07 [1080P][Baha][WEB-DL][AAC AVC][CHT][MP4],325.6 MB,magnet:?xt=urn:btih:8bd70684fa98693986e5c4c9154f595635b0b072&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,ANi,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/ce39c881f57399e5984443ae20761e1a581c6e5d.torrent
[桜都字幕组] Summer Pockets / Summer Pockets [21][1080p][繁体内嵌],372.39 MB,magnet:?xt=urn:btih:b1eb505dbbdd688c69b7a041651ea6d99efb4d51&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,桜都字幕组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/06973055b16a38eb46688cd55d8fc7c17d7d448a.torrent
[黒ネズミたち] 强者的新传说 / Tsuyokute New Saga - 09 (ABEMA 1920x1080 AVC AAC MP4),712.1 MB,magnet:?xt=urn:btih:154cd42bc60903f6de87ad37484c0e2e11a5aee2&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/bd20729a5304bd214a7ec45c80350b53ce1d0699.torrent
[雪飘工作室][キミとアイドルプリキュア♪/You and Idol Precure♪/与你同为 偶像光之美少女♪][1080p][30][简繁外挂](检索:Q娃),1.2GB,magnet:?xt=urn:btih:26419bf3539388daa93fb34fc08936f3ccd4484a&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,雪飘工作室,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/174b278ac6f75104a34aa680e6fa52d569306e8a.torrent
[雪飘工作室][キミとアイドルプリキュア♪/You and Idol Precure♪/与你同为 偶像光之美少女♪][720p][30][繁体内嵌](检索:Q娃),341.2MB,magnet:?xt=urn:btih:84929bfb479c2ddc9503734a1d2795ac955c3e18&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,雪飘工作室,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/2247b010697111caa164482e9357c1f90aa5e6cd.torrent
[DBD-Raws][火影忍者 疾风传/Naruto Shippuuden][331-357TV][BOX5][美版/USA.Ver][1080P][BDRip][HEVC-10bit][FLACx2][MKV](NARUTO -ナルト- 疾风伝),16.7GB,magnet:?xt=urn:btih:8e65de444e9d3fb118f3596ca14ebc9c329a6cbb&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,DBD制作组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/386c66035dd6f48959cfc4dedd0b99909b6119fd.torrent
【喵萌奶茶屋】★07月新番★[超自然武装当哒当 / 胆大党 / Dandadan][21][1080p][简日双语],491.28 MB,magnet:?xt=urn:btih:0e062a395f796bdce38db9ed1c4f6bd1b0908627&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,喵萌奶茶屋,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/762505ac762714f0b27beedac2cde971b23dde58.torrent
[晚街与灯][水属性的魔法师_Mizuzokusei no Mahoutsukai][08_超规格][WebRip][1080P_AVC_AAC][简日内嵌],220.4 MB,magnet:?xt=urn:btih:4410a1da6c498dfbdca050335b95874bbfbd0ec6&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,"
生肉/不明字幕                            ",/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/77fc118329fa759b55f8c39a5face7ae0fed5a1f.torrent
[LoliHouse] 9-nine- 支配者的王冠 / 9-nine- Ruler's Crown - 09 [WebRip 1080p HEVC-10bit AAC][简繁内封字幕],476.6 MB,magnet:?xt=urn:btih:42b0fc990233ef2404f99abbadb968bca1b884d9&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,LoliHouse,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/90cda9909c2f5f81be9815db1d710c5572e81ab5.torrent
凸变英雄X / TO BE HERO X - 22 [818P][820P][Bilibili][WEB-DL][AVC AAC][中文版&日语版],931.45 MB,magnet:?xt=urn:btih:627a815d3e087c275bd21914f90d7c8bd010f979&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,"
生肉/不明字幕                            ",/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/e8823efa3741d405b0c1624a3f8f2eefdb3f589d.torrent
[晚街与灯][水属性的魔法师_Mizuzokusei no Mahoutsukai][08_超规格][WEB-DL Remux][1080P_AVC_AAC][简繁日双语内封],1.46 GB,magnet:?xt=urn:btih:7417805932a6d34304719d77e3e829afb1714ef0&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,"
生肉/不明字幕                            ",/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/7c5ffe2637e35c479e0b9751dc5ddafb3a717de9.torrent
[雪飘工作室][キミとアイドルプリキュア♪/You and Idol Precure♪/与你同为 偶像光之美少女♪][720p][30][繁体内嵌](检索:Q娃),341.3MB,magnet:?xt=urn:btih:d034d037af1698ed468b8e914940c452065fc576&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,雪飘工作室,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/ce2ad6b1ecc9bdd06ad918e2eff7ec1951d26de8.torrent
[星空字幕组][彻夜之歌 第二季 / Yofukashi no Uta S2][09][简日双语][1080P][WEBrip][MP4]（急招校对、后期）,436.68 MB,magnet:?xt=urn:btih:b1e35c052899203360da110be7a71fa219a40ea7&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,星空字幕组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/d29cae999d59e82d7b6f70fd155cf1b64f1556d3.torrent
[星空字幕组][彻夜之歌 第二季 / Yofukashi no Uta S2][09][繁日双语][1080P][WEBrip][MP4]（急招校对、后期）,436.84 MB,magnet:?xt=urn:btih:23a3797d25806bec05384dc3f8395d2995ae444d&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,星空字幕组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/ae2ca447314ab2426369fef94bcf7af847bec775.torrent
[晚街与灯][水属性的魔法师_Mizuzokusei no Mahoutsukai][08_超规格][WebRip][1080P_AVC_AAC][繁日内嵌],220.48 MB,magnet:?xt=urn:btih:0271daa810bfe71f9cb9aad2700c31d1daa1e9b8&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,"
生肉/不明字幕                            ",/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/6be5b9174521cb06f2d93295d888631b572f2f7b.torrent
[GM-Team][国漫][牧神记][Tales of Qin Mu][2024][46][AVC][GB][1080P],920.65 MB,magnet:?xt=urn:btih:be7138222e6c1a83b506bfdc5ae9786b12823e2f&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,GMTeam,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/f7dbcec7ae2f1c9733ad2bf3bbd9fbf1d0433ab0.torrent
